z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-207,-226,1305971.79333374,2697696.42551444,-1391724.6321807,-1391724.6321807,above_vessel
2,-206,-225,278637.192477686,1796028.55253258,-1517391.36005489,-1454557.99611779,above_vessel
3,-205,-224,4234269.75766492,2108342.12871526,2125927.62894966,-1391724.6321807,above_vessel
4,-204,-223,311351.705975958,3532882.28534723,-3221530.57937127,2125927.62894966,above_vessel
5,-203,-222,9046028.20881489,4441192.6424733,4604835.56634159,4604835.56634159,above_vessel
6,-202,-221,7988138.01253352,1264945.344585,6723192.66794852,6723192.66794852,above_vessel
7,-201,-220,14144107.1053321,2345311.75225827,11798795.3530739,6723192.66794852,above_vessel
8,-200,-219,12028160.5560301,3109459.64785502,8918700.90817511,6723192.66794852,above_vessel
9,-199,-218,6902030.98775753,3279631.50274302,3622399.48501451,5929110.70293785,above_vessel
10,-198,-217,9522333.56592831,3593222.86299046,5929110.70293785,5929110.70293785,above_vessel
11,-197,-216,4464296.57271918,1205764.65858345,3258531.91413573,3622399.48501451,above_vessel
12,-196,-215,17615534.6983277,4023126.89863788,13592407.7996898,3258531.91413573,above_vessel
13,-195,-214,13991639.0038982,13936214.8154139,55424.188484326,55424.188484326,above_vessel
14,-194,-213,5824458.75724057,7183170.38717931,-1358711.62993874,-481389.224128737,above_vessel
15,-193,-212,6586794.89619794,7068184.12032668,-481389.224128737,-1358711.62993874,above_vessel
16,-192,-211,646672.562531303,5136957.41800761,-4490284.85547631,-4490284.85547631,above_vessel
17,-191,-210,701373.778238069,8327834.01292631,-7626460.23468824,-4490284.85547631,above_vessel
18,-190,-209,978026.801103805,5702191.62221032,-4724164.82110651,-4490284.85547631,above_vessel
19,-189,-208,5998219.91074865,4789651.87216172,1208568.03858693,-4010398.42080789,above_vessel
20,-188,-207,415655.516223244,4426053.93703113,-4010398.42080789,-1379274.90901457,above_vessel
21,-187,-206,1338110.79621345,2717385.70522802,-1379274.90901457,-1379274.90901457,above_vessel
22,-186,-205,6466233.67497964,7130589.4247864,-664355.749806765,-1668231.38484894,above_vessel
23,-185,-204,2783274.79117076,4451506.1760197,-1668231.38484894,-1379274.90901457,above_vessel
24,-184,-203,467392.285538592,4035034.08258022,-3567641.79704163,-1668231.38484894,above_vessel
