scan_id,frame_index_0based,bscan_index_matlab_1based,source_file,raw_oct_file,flow_dicom_file,tracking_file,diameter_um,flow_speed_mm_s,dx_um,dz_um,vessel_id,phantom_id,session_id,independent_acquisition_id,temporal_repeat_id,temporal_repeat_count,scan_time_interval_s,acquisition_order,slow_axis_position_um,slow_axis_spacing_um,reconstruction_version,position_label,manual_adjustment_source,manual_adjustment_count
flow01,0,1,arrays/flow01/frame_000.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,front,,0
flow01,1,2,arrays/flow01/frame_001.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,2,3,arrays/flow01/frame_002.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,3,4,arrays/flow01/frame_003.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,4,5,arrays/flow01/frame_004.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,5,6,arrays/flow01/frame_005.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,6,7,arrays/flow01/frame_006.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,7,8,arrays/flow01/frame_007.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,8,9,arrays/flow01/frame_008.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,9,10,arrays/flow01/frame_009.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,10,11,arrays/flow01/frame_010.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,11,12,arrays/flow01/frame_011.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,12,13,arrays/flow01/frame_012.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,13,14,arrays/flow01/frame_013.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,14,15,arrays/flow01/frame_014.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,15,16,arrays/flow01/frame_015.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,16,17,arrays/flow01/frame_016.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,17,18,arrays/flow01/frame_017.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,18,19,arrays/flow01/frame_018.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,19,20,arrays/flow01/frame_019.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
flow01,20,21,arrays/flow01/frame_020.npz,1.oct,1.oct-Flow_ed.dcm,tracking/flow01/flow01_mentor_tracking.csv,128,1,12.7,6.7,,,,,,3,,,,,ee3012c04be0d02289520a34409d0855a3e5ca58,whole_volume,,0
