scan_id,frame_index,file_name,size_bytes,sha256,shape,finite_fraction,min,max,source_identity,bscan_identity,formal_signal_definition,variance_denominator,validation_status
D500_F07_V01,0,frame_000.mat,5326244,f712f1e13a0457a83e473903b2a4031c104a72b41c21f8fd1f8906eb08cc8b95,"[351, 500]",1.0,45.88264536477794,494824403742.4314,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,1,frame_001.mat,5325782,f773bd278c7725e8b86ebf363e6d7c2600e81b65e02c02419d558cf1531fa33e,"[351, 500]",1.0,138.27411975425264,15113089756.066278,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,2,frame_002.mat,5325623,542542e816c6625b95d82a54be6f811e0159b543e9e683b5fba7aa94dad46e34,"[351, 500]",1.0,73.9896976391299,15878725742.21784,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,3,frame_003.mat,5325757,a8e9d279b34414efa279c6224281fe7894a2ce114ea88acbc56e58116571948f,"[351, 500]",1.0,120.83464909896594,8123256608.672501,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,4,frame_004.mat,5325916,ba28fe3b9340c9cae04768356d4483836f89103cc024f2cdf974bd43ea057f0d,"[351, 500]",1.0,56.38643277346864,5509758661.918835,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,5,frame_005.mat,5325785,8746ae76811f3ea1b3e5c642a377637eecf8f0dc58cf0341c892a756344c3bd3,"[351, 500]",1.0,71.43707769156133,7149004440.54111,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,6,frame_006.mat,5325613,f7725719ca74501e08456636a5b4941fd99f9ff2cc723ca3374bd204a435dcf8,"[351, 500]",1.0,66.33748917885849,5740748007.747899,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,7,frame_007.mat,5325688,434d19e4ed6b61775560c2b37330808c0364ed71ce529e14e75267404a3fe095,"[351, 500]",1.0,41.97573210084258,3637455149.460421,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,8,frame_008.mat,5325750,6851bd8376ccd4cc9afad24cf101d8c785818431ef6182834798b3b16c520df8,"[351, 500]",1.0,84.91506598908116,8045303607.021581,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,9,frame_009.mat,5325905,57aa9d8c3e90399c80053ce3632444eef1f85817525bc51d337eee89fea94c0c,"[351, 500]",1.0,114.88440320971843,9468697748.431948,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,10,frame_010.mat,5326055,83e3ccb18a486331c6f3c98e98f5c67ed5daaaf808a6536449707aa486e8af93,"[351, 500]",1.0,221.34488122763852,5607349324.294805,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,11,frame_011.mat,5325816,4a5be55529ab5cfcb2efecb5f18ebfc40f64a71624da2deed32b92547305b65d,"[351, 500]",1.0,33.302656516881136,11803210774.864174,True,True,"var(abs(E), 1, 3)",N,passed
D500_F07_V01,12,frame_012.mat,5325839,35e86901a6f95ef8a867aa1d6602406d4f25ee612f9156f35a8d89cef6c87fcb,"[351, 500]",1.0,1.40417321097998,6776814144.820794,True,True,"var(abs(E), 1, 3)",N,passed
