scan_id,frame_index,file_name,size_bytes,sha256,shape,finite_fraction,min,max,source_identity,bscan_identity,formal_signal_definition,variance_denominator,validation_status
D235_F01_V01,0,frame_000.mat,5327623,fb39e161089d94e8685536c870cf3715250f8c988a3dfee40e11f38a91467855,"[351, 500]",1.0,44.38347637163446,328782464197.93585,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,1,frame_001.mat,5327225,74b22c3af7717af90710b754def8429633865c2a707d4708a1460d271619c0d0,"[351, 500]",1.0,148.61039315610168,14810978872.518768,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,2,frame_002.mat,5327374,c4bba6e526e3c0a0f2fa95aa937d25713604b01beb04ca9c322a499391c1ed4e,"[351, 500]",1.0,27.36078571135216,3720597493.987762,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,3,frame_003.mat,5327499,46aaab1a8bb861ba92997cad87e2d0f4046cee2f24f91a71347cd61cde61eb80,"[351, 500]",1.0,123.6892273179406,5749577373.702199,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,4,frame_004.mat,5327027,479ec0c9babbdc87cd0d93be57368f0e66e8e933204b19333d472769d25c97d4,"[351, 500]",1.0,26.120936018490355,4715785064.365545,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,5,frame_005.mat,5327144,1a3326fa89a90e0f799817656e50f170d6503193f17c2546b02baa452551dd7d,"[351, 500]",1.0,25.122341300375748,3926225059.3541207,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,6,frame_006.mat,5327587,c53f77b14677bcbf46bb08778daaeb9350329360997d8c7a02ac150f65bd5067,"[351, 500]",1.0,44.399116285205075,2778693097.5088887,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,7,frame_007.mat,5327230,03b083cf3f099957172a3c90feee613e46152f9aa69f21fdae49c5df3b62a6c3,"[351, 500]",1.0,133.11257360138026,5272932511.418485,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,8,frame_008.mat,5327172,ed613228cbbb602a481a554c869a7febf81aeaa0eb21b7d9849a2dbac293c44c,"[351, 500]",1.0,6.888795100305896,4001776493.408606,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,9,frame_009.mat,5327164,768504c4028df3fccc322e3861565b8af94fc3023bb4da2ec511e23008259ec2,"[351, 500]",1.0,4.922332759034102,5161888660.637174,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,10,frame_010.mat,5327169,376c90ea3d37722b2c669c8814f4b3204953196072e3bf7c7edf04a7c203d6ad,"[351, 500]",1.0,61.00664347119888,4024915169.053589,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,11,frame_011.mat,5327199,637d8f3cbfc5eca9fe5620c3e9f4b9126a5eef5f51c6ec02bef1c2d9829a88c9,"[351, 500]",1.0,15.794588338369843,7433496675.554193,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,12,frame_012.mat,5327082,8ee5c419fc843ea201cbd5c3c17bfb5e1b710c0b21364bd3ba3a1913013c8f9e,"[351, 500]",1.0,107.28711731516148,4391222554.378091,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,13,frame_013.mat,5327072,35942e9524d1083aef55d98116557043528452a22c99420f9d646af332477e55,"[351, 500]",1.0,46.916823735547034,7586202041.954938,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,14,frame_014.mat,5327445,399125edb6f51bd7e636da78331628f3197060eb8e85a21b8bb8535650cb0c9f,"[351, 500]",1.0,12.745596166610916,3889520445.7513447,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,15,frame_015.mat,5327226,97a99e3dad58aee60cdfe3000e0cad243083ec1644db063c58126e527c49b278,"[351, 500]",1.0,59.69072987942837,3748339492.6443934,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,16,frame_016.mat,5326992,a8ae4e0687196334bb48113b4699296d1851f756dc6f0c60633cb80343b250c0,"[351, 500]",1.0,8.326884764278338,3786130535.8845825,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,17,frame_017.mat,5326967,ee492d9e56b12143bf955bcedc91e25ad6ec3fbd43615db36d812a9d0a4f13ef,"[351, 500]",1.0,28.770374564362097,3087124487.0448284,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,18,frame_018.mat,5327197,cc972fad353183977442a3627828f89c3dbe1537dea8b088df16c43520ec1e2a,"[351, 500]",1.0,20.978478883613448,2619482283.9148645,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,19,frame_019.mat,5327449,ca84c095a9c0aab161fb5b981ed425b343d501a5d39afdf320831f694757c32a,"[351, 500]",1.0,82.99036695733518,2730872810.1912174,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,20,frame_020.mat,5326999,647595683f1cd70f9b21405889c28b15422d60f6501462f5f80a8a0608bacdb3,"[351, 500]",1.0,107.23917044443817,3467421718.9888783,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,21,frame_021.mat,5327174,898f1ea386be38975e2d97177c69e7115e12ed825be759549bafbed92ea79ad5,"[351, 500]",1.0,6.087701087788666,5099539015.398686,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,22,frame_022.mat,5327212,6188101795089d6a6fec2f3928cc92d2c4690091e5843718441d6f5e9dc8d114,"[351, 500]",1.0,133.35028517782115,5709981953.461104,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,23,frame_023.mat,5327192,c625d79293391cb3419c7d1c0a64ca62d3c4aeee1aceeda3d025ae627f0a1832,"[351, 500]",1.0,36.734143365941605,3786634483.507473,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,24,frame_024.mat,5326993,888302e49c42641eb99b344fedbdf933e2e60385081b0840fdd3a21fa1e70d47,"[351, 500]",1.0,45.264702739863644,4121106808.1936994,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,25,frame_025.mat,5327003,a119e2447bc10c2075d2dbb72efa837f64f893a0b0c5426b29ebcbad02422fd4,"[351, 500]",1.0,124.22262566334116,3524972913.864979,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,26,frame_026.mat,5327101,8ce5bafb5a94e4f4a2077cb28cbe8e314efc53c2b343785d7f764bcdcb82b589,"[351, 500]",1.0,5.069897445828133,3195041385.437649,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,27,frame_027.mat,5327153,be510bd5364cc4e21c88b651690bdb018abf0b59abe84799616f5ec7b052a1e3,"[351, 500]",1.0,188.02428811285222,4907258377.824852,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,28,frame_028.mat,5327417,d8931795538ac84097f9ca8cee4376d067574d49d20dd5c47b5267dbf1a3e77e,"[351, 500]",1.0,8.060458607026705,4222056362.215055,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,29,frame_029.mat,5327439,edee4ef7b2520d6d9453d845b491e08010a3bd918929edd3af742750ee1351b9,"[351, 500]",1.0,152.3170305213353,4430985159.880078,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,30,frame_030.mat,5327194,5d340dc5790956960ea959c276449366e687cd7a9d78fd8a6c17d0313fc2350b,"[351, 500]",1.0,100.76661391266863,7856359166.403629,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,31,frame_031.mat,5327185,7855292e197ee985af355142c3bba72ce75acd920a04ca4e207a570359265f0e,"[351, 500]",1.0,25.443269692160005,5383805022.580387,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,32,frame_032.mat,5327265,10af4dd8fd5ca6912478edb8986878624d30692b75930d988b40c9547e9d10e4,"[351, 500]",1.0,172.3679549641879,3141369719.346658,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,33,frame_033.mat,5327289,8fcccc989969ba330dd5543cfde903ae1b4287d58b1ed9d0d2eb05a1284d9756,"[351, 500]",1.0,43.12458112675349,4607572133.005707,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,34,frame_034.mat,5327034,eacafae2fa11ca2ae8041e4c7941b7eb647c7c520f467626e223b508448d803f,"[351, 500]",1.0,4.707083095681011,4275854147.4539146,True,True,"var(abs(E), 1, 3)",N,passed
D235_F01_V01,35,frame_035.mat,5327150,cbd0fc6564125284ae63b58dc90e71c7f06c913139f3ee097cb9b50fa7e9063a,"[351, 500]",1.0,54.604291439660074,3915343532.5587754,True,True,"var(abs(E), 1, 3)",N,passed
