scan_id,frame_index,file_name,size_bytes,sha256,shape,finite_fraction,min,max,source_identity,bscan_identity,formal_signal_definition,variance_denominator,validation_status
D235_F10_V01,0,frame_000.mat,5327268,be334eee1877ba4b2761e0fbaed7699819a2cf99e56b0e8810c315ef49fd0ee9,"[351, 500]",1.0,95.21163684327523,164204566584.4463,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,1,frame_001.mat,5327017,273f16ef3f916242fd08988c1bb9b7f90f25357d1f3de5abee59d689d2c749e4,"[351, 500]",1.0,34.27960126614974,10559584181.850685,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,2,frame_002.mat,5326989,1ae66da8388bc80b3faadcafbbf26fe56f592b63ce9f4e99f20a821c841f9af7,"[351, 500]",1.0,52.280767337567454,11336045379.22525,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,3,frame_003.mat,5326948,46726613cd623d2a987938bdd9e8ec73fcf344a813fc6a52f22b8623beeeb445,"[351, 500]",1.0,36.59283298905984,3172800051.725718,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,4,frame_004.mat,5327099,7aae9ca5be38babb40cda4d05e818e16cf7d9e08989d6545792749716db03d78,"[351, 500]",1.0,27.75335831501157,3922010975.4284654,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,5,frame_005.mat,5327143,34d0221bc3431f6195cf3ebfcccb44d5340b6136dd9c920d8bfc3b46dd68196f,"[351, 500]",1.0,33.13611745589439,3216036898.8742447,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,6,frame_006.mat,5327229,e20bef69c5516a9290f8f416c5ed312b8e9f67b14c30d49957e8d55e31d20dc3,"[351, 500]",1.0,12.83642493234401,4014526766.606827,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,7,frame_007.mat,5326936,c118d4b4b661814c9345bf2dd07b4e56a65e960938eee31870bda6d77a4000cd,"[351, 500]",1.0,20.752160056359635,4913813549.81031,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,8,frame_008.mat,5326947,628ddef5690f476c90d06219c9a6b1e8a357604d9524584b485f793a2eadb9ba,"[351, 500]",1.0,44.32936469932264,2705499457.5055633,True,True,"var(abs(E), 1, 3)",N,passed
D235_F10_V01,9,frame_009.mat,5327259,e4a65401ea34ea1819613bff525263bd88ea6bc235e4ea78b6c25744ad03ebac,"[351, 500]",1.0,17.17246108595584,5433765349.645295,True,True,"var(abs(E), 1, 3)",N,passed
