scan_id,frame_index,file_name,size_bytes,sha256,shape,finite_fraction,min,max,source_identity,bscan_identity,formal_signal_definition,variance_denominator,validation_status
D285_F05_V01,0,frame_000.mat,5327604,de52fe8dc405fa8d13452ea81cf8d65dddae89cbd30c46f31fc9a604798abcb9,"[351, 500]",1.0,10.170351204775127,1002635583586.1504,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,1,frame_001.mat,5327603,0d57743de2892ac28605b9e1bccfd30682c50aae3a5e88794daea89353306d2f,"[351, 500]",1.0,32.30636561039979,8926837297.810068,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,2,frame_002.mat,5327599,8827580b2eabeb1c07cbd4cac221d6dc2795d53f4cc59b70f81ddb7f2d99c1d0,"[351, 500]",1.0,195.50436386057928,6231123308.990806,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,3,frame_003.mat,5327559,6a67b8c779f9098237c8aa6934f9036c3e8615082c327a7116142551fcd17280,"[351, 500]",1.0,42.554582911442594,6134036124.345172,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,4,frame_004.mat,5327334,537d3edb375a11e2325191cf1ce303699af8cf88c0914d742bfd3add41993f3c,"[351, 500]",1.0,188.041363431632,8829018224.232279,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,5,frame_005.mat,5327454,56cccac97c6a60d0ddafef7347a57e9ff42f2b8a08924f05a0c4f16b6fa6e05c,"[351, 500]",1.0,24.08195034178384,17481369475.180256,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,6,frame_006.mat,5327430,8b85ac37f66b19cd902638cde70c2b957134ecc67b5ee553265305bf0dbe1fcc,"[351, 500]",1.0,13.43925195026815,6418390796.256021,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,7,frame_007.mat,5327192,75088aba1ed4e60852c034894f47c1e0eeb479be92d7661c1ea0d31fdcf2527e,"[351, 500]",1.0,1.6289145891393562,3121266401.5056286,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,8,frame_008.mat,5327534,578ac7e2eabef5913428dac7de07a84d30b42d9bfd237b7921bc85e3260f6f3d,"[351, 500]",1.0,35.73622281004052,7054968353.706433,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,9,frame_009.mat,5327358,878abf00aa8e25efbc2b5f5cea83b0cdd37a1d8f177d9f82121d80b7fe973a36,"[351, 500]",1.0,99.96635005099154,6119431342.565624,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,10,frame_010.mat,5327419,ba04f0159c492ded6f8790671fdf5a57389f9c2d35c32f3fdce4b1d832de3001,"[351, 500]",1.0,38.119915426671035,3954724279.9353166,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,11,frame_011.mat,5327632,93ff7c64b615692776bed13757b70a07acbe29965cd94d9213252362cb3e17b5,"[351, 500]",1.0,123.98753621492335,10013960253.941538,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,12,frame_012.mat,5327519,de354655078bfb1d4b181dbf3770fa39510720ebd44d91ffc1399261bb41a1a5,"[351, 500]",1.0,124.64582927167844,5223608758.589547,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,13,frame_013.mat,5327784,d49b57ed4f731d501d3c8c92bdd2ed75c26bf2d1e7ef1e4f1d0e3a75be55f45d,"[351, 500]",1.0,170.28171332285675,6180364187.52852,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,14,frame_014.mat,5327443,4d84ec7781da20bc082f2679ab274f9257202741707aaea8bd9175b6a104418a,"[351, 500]",1.0,5.64327214098756,11127405312.925766,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,15,frame_015.mat,5327673,0d9907eb0a064af19c4a8d8a3cfe76b6a9daa13683769b76dac11e00319f5c85,"[351, 500]",1.0,54.13635858837487,3402770861.6802235,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,16,frame_016.mat,5327662,3b9cc02b7f745180e2228cb895fc1a385d4b0687ccf5905aacc1400a3e4c403a,"[351, 500]",1.0,61.67166388656008,4825861192.21484,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,17,frame_017.mat,5327602,e5e24f6ad70e9629d63c2f32812b5124b99f34954ed4f20bbaf5ef5c8026f93d,"[351, 500]",1.0,128.5056230011837,5652726769.432221,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,18,frame_018.mat,5327242,e5318eb28943e07b6b967236cd074195481b709eb4156ea0ab707fbbe61802bd,"[351, 500]",1.0,42.075526794974,4035821907.62932,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,19,frame_019.mat,5327499,bd21ff0a045438ee2a1d26393789a509ff80319eb70e432b0f5d36d65e85a6d8,"[351, 500]",1.0,86.6021951321137,5389669603.07192,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,20,frame_020.mat,5327202,4ac695f58de1eee4fb86bc15ebbf54974c8441df4bc0df4a4e027f98a17e995c,"[351, 500]",1.0,103.750186509861,9494506506.119726,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,21,frame_021.mat,5327626,1f99d9f056298aabc196f87e5cd415c7ac0511dc65c756dbdb84c89dfd2bbf10,"[351, 500]",1.0,11.852035842106304,10940285969.837652,True,True,"var(abs(E), 1, 3)",N,passed
D285_F05_V01,22,frame_022.mat,5327101,2a21d3c020b496397471ca41fbf6aaba9fdeb49e8f02b6a2d9e1c9c0124d36b0,"[351, 500]",1.0,4.957083247480853,4341440268.893063,True,True,"var(abs(E), 1, 3)",N,passed
