scan_id,frame_index,file_name,size_bytes,sha256,shape,finite_fraction,min,max,source_identity,bscan_identity,formal_signal_definition,variance_denominator,validation_status
D285_F10_V01,0,frame_000.mat,5327305,5f2cd0d0a1b46d49753a32ddaf04ba175da433da14686d7c92e95196a2a0da8f,"[351, 500]",1.0,24.19097571333221,816360573233.8063,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,1,frame_001.mat,5327409,d86ed60524bd997dbc5494d868dff2cadc84d804e06ad32cb7a3af21a063e2f0,"[351, 500]",1.0,25.693939402118485,8104902754.820965,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,2,frame_002.mat,5327252,67bd3ad6b19179114d98ec677ad5bf9a961c3b2f3ee6a046f56e227f3c630a63,"[351, 500]",1.0,53.55768871320268,8408895120.229725,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,3,frame_003.mat,5327290,cb3d0b1c61ee835eff7a894d9e86e7aaa8ee021800a681a7e65d6fe8e2bc95ae,"[351, 500]",1.0,2.951140531418954,6022341382.791524,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,4,frame_004.mat,5327270,0f52934f8364c823feefa6658c7d9e45393868e96818b228edc30f30a92ded1f,"[351, 500]",1.0,23.141156739433484,4831601271.942078,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,5,frame_005.mat,5327530,e4d7dd92375f60878cd485874a4e5c808ba267dd0f833424333398b8fa82a978,"[351, 500]",1.0,19.22803975549177,5230540251.227979,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,6,frame_006.mat,5327348,397be363e52beb5e94775d4afed540473ba79610a3bb13a8c09e0b4cbe8c2308,"[351, 500]",1.0,110.10248300499826,8222214107.371037,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,7,frame_007.mat,5327561,f3b1335c15cd7b6d790262b5d5ee4f9c9ac8bf4ef1a1714cbbadf12de24a42f7,"[351, 500]",1.0,52.99901026167452,4823556979.893371,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,8,frame_008.mat,5327540,4fe68c5a4171034b100a0cade75057264475fa58fa984550288ad41b290ffc62,"[351, 500]",1.0,19.758620257541672,6159888826.502125,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,9,frame_009.mat,5327067,4a7732d939382bfbb4afb848d14d15037d49e983c7b5d33ef1883df63e2d6249,"[351, 500]",1.0,1.7971344113595398,7419138340.181844,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,10,frame_010.mat,5327319,0657483ec7105c464f18b8806fac6e3b36e80c96168c2cfd03dfd936f0796728,"[351, 500]",1.0,99.31910204142366,9722181310.332048,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,11,frame_011.mat,5327301,780ac0d6817914f8d03696773e40b65a34a2a22e7008b708a2f268d1215fe69d,"[351, 500]",1.0,24.367219337832243,5403408132.543481,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,12,frame_012.mat,5327337,ca59453be6443c18aaf4802612b0e8c14d05082cfe6f2d71124adaa86241efdb,"[351, 500]",1.0,3.186181188190613,7749584801.007621,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,13,frame_013.mat,5327397,6e71a2b54966e41fec7a5b8aafd966fe8c89095eeb989dfafa115f93368da12d,"[351, 500]",1.0,133.98110145961502,5611488023.138171,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,14,frame_014.mat,5327391,0f3fb44bd0e8babf36d564f17e124b2c2d0371e1531898c6806cf58a7b9e5a27,"[351, 500]",1.0,1.3169616385807208,4887388579.533054,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,15,frame_015.mat,5327347,cb7398a38bc4974c927339650c21fadce8884de01cff3820dc89b97839ca92b0,"[351, 500]",1.0,169.96147486893884,2819192786.881403,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,16,frame_016.mat,5327329,bb579865f715c2bfb918090a4ca38772a158176ba36b99073f6a22dcb9224914,"[351, 500]",1.0,223.66368618291054,4354951417.152482,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,17,frame_017.mat,5327420,87d67ef133885637531a5c5ed6932dcc3b724cb118e6e001c7b99ce701ba0520,"[351, 500]",1.0,42.40635864140528,4909801310.235162,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,18,frame_018.mat,5327307,2b23f9f337c3b7e5628f62a5e72b5d8f52c43e848b213d5ad22f6e492dfb93f5,"[351, 500]",1.0,146.9935029369002,4828317605.367321,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,19,frame_019.mat,5327520,e30ec65a8c80f69c27547bd21b4ea7877018a4e9accce2e8617a13b75aa55715,"[351, 500]",1.0,59.673825368676965,4401606381.179904,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,20,frame_020.mat,5327104,14ad480113105cfeb2b4f4fb0baeea5bb8bec7475f604bd080cf1ea36d35c4eb,"[351, 500]",1.0,65.36364426955419,3699395863.363459,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,21,frame_021.mat,5327364,46ae5e946d806973263bfa37cbb40fbe93c4fdde6faf7b381c186975b4062244,"[351, 500]",1.0,91.66748774354635,7956249705.096176,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,22,frame_022.mat,5327416,2745e5af74b7a1fd8fe2c34053590805d87808ae662a2a6503217704efc4032b,"[351, 500]",1.0,26.176269428565337,7151241843.683047,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,23,frame_023.mat,5327354,968883a902f56624196914f3246ceb3dac972508c950af33ec9fcfd789fc232e,"[351, 500]",1.0,100.8210909366846,4280710848.8945904,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,24,frame_024.mat,5327646,d820359d9a0530fac7e22dd4cd949990dc97bd9da242cc3eaac6ede6a78882f3,"[351, 500]",1.0,120.09587779247477,3756963811.6581254,True,True,"var(abs(E), 1, 3)",N,passed
D285_F10_V01,25,frame_025.mat,5327000,6ee461b5f22cfae918c3609e7d6ef2cb02abd712ee82e43c86477b4b8bccadea,"[351, 500]",1.0,151.37895947740313,4772126063.533645,True,True,"var(abs(E), 1, 3)",N,passed
