scan_id,frame_index,file_name,size_bytes,sha256,shape,finite_fraction,min,max,source_identity,bscan_identity,formal_signal_definition,variance_denominator,validation_status
D500_F10_V01,0,frame_000.mat,5327511,6d759b806b0dbcd9c24d7589f8905589c893e5223ac930ec0e92c3959360f8e7,"[351, 500]",1.0,64.59539080355093,500652680641.56323,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,1,frame_001.mat,5327045,b6cb4e64684cb9c4884f5049ba3b6a85eb49f4c74577b6484527bfd580ad84ae,"[351, 500]",1.0,253.4338652265882,7938734909.711581,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,2,frame_002.mat,5326898,3c2cf199039cf97c77b08a6d51dedb0043db14b96f46ebf0b95eac4a2e5e079b,"[351, 500]",1.0,162.87653793229447,4128369147.0761695,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,3,frame_003.mat,5327187,fed52f41765387e24a3faeb51e753a3d7318f9b5d491e10559aeeb8667a54ca9,"[351, 500]",1.0,17.24756538706852,6748817285.551862,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,4,frame_004.mat,5326933,df63f0ec37ea8b94a2efb8eb4436c0725e181b6bfd9af44ec80239b32c4b44d7,"[351, 500]",1.0,1.4186219644928666,3746387576.317112,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,5,frame_005.mat,5327225,7ecb9f68d9798fe04d34bb362632f232cf730f052956ef7edacb44b5e61f9bef,"[351, 500]",1.0,20.452410063714847,4886139428.052219,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,6,frame_006.mat,5327095,b7d7599485b61e88cf6f1ff8769886b485e7f29212e6fa4e2472cf060b60fb31,"[351, 500]",1.0,30.095137449180864,11633039384.813065,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,7,frame_007.mat,5327229,c61458c9f9947d29ca9927b3c0e0938f87c9e91e10de79713bc710c88fa832e6,"[351, 500]",1.0,8.77791753697535,20295498966.13876,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,8,frame_008.mat,5326995,6ddc8d2e2a3f1c7567c08d38b9e05049e8be74b9938a0b057630adfb574c8e73,"[351, 500]",1.0,156.72958606742125,8664620694.649277,True,True,"var(abs(E), 1, 3)",N,passed
D500_F10_V01,9,frame_009.mat,5327193,8431461004070a22deb5d3a8a66a15e6f8bf34b6c8249f789d5235030b0b6bf2,"[351, 500]",1.0,34.728986802989716,8006603028.042609,True,True,"var(abs(E), 1, 3)",N,passed
