z_index,relative_to_top_px,relative_to_bottom_px,V_sv_raw,B_sv_raw,T_raw,T_mov5,region
1,-198,-217,2242939.99223232,3506584.42328164,-1263644.43104932,-1263644.43104932,above_vessel
2,-197,-216,1356214.19678731,8601728.40154142,-7245514.20475411,402889.140745925,above_vessel
3,-196,-215,5046277.18536409,2787928.09062774,2258349.09473635,2069422.71254117,above_vessel
4,-195,-214,5970478.10368184,3901055.39114067,2069422.71254117,2258349.09473635,above_vessel
5,-194,-213,7610424.11208127,2730729.10869053,4879695.00339074,2258349.09473635,above_vessel
6,-193,-212,14025191.8848688,3735739.16681094,10289452.7180578,4879695.00339074,above_vessel
7,-192,-211,916148.881984856,2157182.78483025,-1241033.90284539,8533713.95168729,above_vessel
8,-191,-210,18208677.2126423,1552505.13007486,16656172.0825675,8533713.95168729,above_vessel
9,-190,-209,11904346.6996877,3370632.74800044,8533713.95168729,7598835.68547318,above_vessel
10,-189,-208,10954023.7780509,3355188.0925777,7598835.68547318,8533713.95168729,above_vessel
11,-188,-207,2736580.4994898,3408843.48658122,-672262.987091422,7598835.68547318,above_vessel
12,-187,-206,21289197.807286,3807362.0325898,17481835.7746962,297655.87766341,above_vessel
13,-186,-205,2446073.65366901,3754349.71632385,-1308276.06265484,297655.87766341,above_vessel
14,-185,-204,1368833.88812296,1071178.01045955,297655.87766341,4069532.77416417,above_vessel
15,-184,-203,15546876.5571314,3052342.40838332,12494534.1487481,297655.87766341,above_vessel
16,-183,-202,8624237.82705588,4554705.05289171,4069532.77416417,297655.87766341,above_vessel
17,-182,-201,3398616.5526417,4802211.81300278,-1403595.26036108,4069532.77416417,above_vessel
18,-181,-200,4067920.48104285,8407670.63509776,-4339750.15405491,4069532.77416417,above_vessel
19,-180,-199,17156333.1627692,2416508.09829417,14739825.064475,9223730.52538767,above_vessel
20,-179,-198,27343750.474069,2339514.11388593,25004236.3601831,9223730.52538767,above_vessel
21,-178,-197,10969546.45565,1745815.93026237,9223730.52538767,9223730.52538767,above_vessel
22,-177,-196,4500842.23940242,1403888.42900275,3096953.81039967,3096953.81039967,above_vessel
23,-176,-195,3433670.96823822,3663556.86909883,-229885.900860611,133735.975534935,above_vessel
24,-175,-194,987064.267094174,6288865.88499556,-5301801.61790138,-229885.900860611,above_vessel
25,-174,-193,7071234.28959628,6937498.31406134,133735.975534935,-2285881.43940535,above_vessel
26,-173,-192,403804.316787056,2689685.75619241,-2285881.43940535,-2285881.43940535,above_vessel
27,-172,-191,2278530.44370647,5581014.11164742,-3302483.66794095,-66464.2057056748,above_vessel
28,-171,-190,3567093.06640868,3633557.27211435,-66464.2057056748,-2285881.43940535,above_vessel
29,-170,-189,10238310.8149439,7844110.83073448,2394199.98420944,-2500206.61387036,above_vessel
30,-169,-188,2087064.50542477,4587271.11929513,-2500206.61387036,-66464.2057056748,above_vessel
31,-168,-187,9175.03104810535,5760332.3515087,-5751157.3204606,-2500206.61387036,above_vessel
32,-167,-186,25619789.6211447,5745875.85658398,19873913.7645607,-2500206.61387036,above_vessel
33,-166,-185,1161114.33789178,5714743.97898813,-4553629.64109635,-3463683.93945806,above_vessel
34,-165,-184,4776872.38607206,2032883.76262456,2743988.6234475,176826.01115466,above_vessel
35,-164,-183,2241601.27630646,5705285.21576452,-3463683.93945806,176826.01115466,above_vessel
36,-163,-182,2875877.86857657,2699051.85742191,176826.01115466,2743988.6234475,above_vessel
37,-162,-181,9095917.68352989,5583787.65322033,3512130.03030956,3512130.03030956,above_vessel
38,-161,-180,15579359.1375174,4936543.48917699,10642815.6483405,3512130.03030956,above_vessel
39,-160,-179,11309374.7599074,3696305.24928965,7613069.51061771,7613069.51061771,above_vessel
40,-159,-178,5180649.14788472,2931809.64380327,2248839.50408145,8807610.67911375,above_vessel
41,-158,-177,9585117.72070047,777507.041586729,8807610.67911375,7613069.51061771,above_vessel
42,-157,-176,11780457.19162,2399979.84628826,9380477.34533173,5245732.61935563,above_vessel
43,-156,-175,8830589.82991724,3584857.21056161,5245732.61935563,8807610.67911375,above_vessel
44,-155,-174,5471274.94377878,4583739.78154903,887535.162229752,5245732.61935563,above_vessel
45,-154,-173,16054264.3077112,1847558.70853539,14206705.5991758,2268349.73077715,above_vessel
